,Unnamed: 0,question,answer,context,mostUse,Newquestion,Question_Generate,Answer_Generate
371,371,Beyonce supported which campaign that encourages leadership in girls?,Ban Bossy campaign,interview published **vogue** april beyoncé asked considers feminist said word extreme guess modern feminist believe equality would later align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released later year also contributed bossy campaign uses television social media encourage leadership girls,"('vogue', 1)","('What magazine did beyoncé interview in april?', 'vogue', ['Culture', 'Delicacy', 'Virtu'], 'the popular taste at a given time')",What magazine did beyoncé interview in april?,vogue
372,372,Where was Beyonce quoted as saying that she is a modern-day feminist?,Vogue,interview published vogue april **beyoncé** asked considers feminist said word extreme guess modern feminist believe equality would later align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released later year also contributed bossy campaign uses television social media encourage leadership girls,"('beyoncé', 1)","('Who was interviewed by vogue in april?', 'beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who was interviewed by vogue in april?,beyoncé
373,373,When did she say the she is a feminist?,April 2013,interview published **vogue** april beyoncé asked considers feminist said word extreme guess modern feminist believe equality would later align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released later year also contributed bossy campaign uses television social media encourage leadership girls,"('vogue', 1)","('What magazine did beyoncé interview in april?', 'vogue', ['Culture', 'Delicacy', 'Virtu'], 'the popular taste at a given time')",What magazine did beyoncé interview in april?,vogue
374,374,What campaign did she contribute to?,Ban Bossy,**interview** published vogue april beyoncé asked considers feminist said word extreme guess modern feminist believe equality would later align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released later year also contributed bossy campaign uses television social media encourage leadership girls,"('interview', 1)","('What was published in vogue april?', 'interview', ['Catechism', 'Cross-examination', 'Debriefing', 'Deposition', 'Direct Examination', 'Inquisition', 'Redirect Examination', 'Third Degree'], 'the questioning of a person (or a conversation in which information is elicited); often conducted by journalists')",What was published in vogue april?,interview
375,375,What song did she release in 2013 in response to a speech?,Flawless,interview published **vogue** april beyoncé asked considers feminist said word extreme guess modern feminist believe equality would later align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released later year also contributed bossy campaign uses television social media encourage leadership girls,"('vogue', 1)","('What magazine did beyoncé interview in april?', 'vogue', ['Culture', 'Delicacy', 'Virtu'], 'the popular taste at a given time')",What magazine did beyoncé interview in april?,vogue
376,376,What does Ban Bossy encourage?,leadership in girls,interview published **vogue** april beyoncé asked considers feminist said word extreme guess modern feminist believe equality would later align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released later year also contributed bossy campaign uses television social media encourage leadership girls,"('vogue', 1)","('What magazine did beyoncé interview in april?', 'vogue', ['Culture', 'Delicacy', 'Virtu'], 'the popular taste at a given time')",What magazine did beyoncé interview in april?,vogue
377,377,"Beyoncé used words from which Nigerian author in her song, Flawless?",Chimamanda Ngozi Adichie,interview published vogue april beyoncé **asked** considers feminist said word extreme guess modern feminist believe equality would later align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released later year also contributed bossy campaign uses television social media encourage leadership girls,"('asked', 1)","('How did beyoncé respond to an interview published in vogue?', 'asked', ['Word not found in Wordnet. So unable to extract distractors.'], None)",How did beyoncé respond to an interview published in vogue?,asked
378,378,Which campaign does Beyoncé contribute to that encourages leadership in females?,Ban Bossy,interview published vogue april beyoncé asked considers feminist said word extreme guess modern feminist believe equality would **later** align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released **later** year also contributed bossy campaign uses television social media encourage leadership girls,"('later', 2)","('What did beyoncé think equality would do?', 'later [TGT] align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released [TGT] later', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé think equality would do?,later  align publicly movement sampling feminists speech delivered nigerian author chimamanda ngozi adichie tedxeuston conference april song flawless released  later
379,379,Beyonce signed a letter with who in 2015?,the ONE Campaign,beyoncé signed open letter **campaign** collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('campaign', 1)","('What type of letter did beyoncé sign?', 'campaign', ['Experiment', 'Joint Venture', 'Risk', 'Sally'], 'a series of actions advancing a principle or tending toward a particular end')",What type of letter did beyoncé sign?,campaign
380,380,An important UN summit took place when?,September 2015,beyoncé signed open letter campaign collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities **development** funding main summit september establish **development** goals generation,"('development', 2)","('What does TGT stand for?', 'development [TGT] funding main summit september establish [TGT] development', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What does TGT stand for?,development  funding main summit september establish  development
381,381,The letter Beyonce signed focused on what issue?,women,beyoncé signed open letter campaign collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities **development** funding main summit september establish **development** goals generation,"('development', 2)","('What does TGT stand for?', 'development [TGT] funding main summit september establish [TGT] development', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What does TGT stand for?,development  funding main summit september establish  development
382,382,What had to be set in developing funding?,priorities,beyoncé signed open **letter** campaign collecting signatures **letter** addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('letter', 2)","('What type of letter did beyoncé sign?', 'letter [TGT] campaign collecting signatures [TGT] letter', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What type of letter did beyoncé sign?,letter  campaign collecting signatures  letter
383,383,When did Beyonce sign a letter for ONE Campaign?,2015,beyoncé signed open letter campaign collecting signatures letter **addressed** angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('addressed', 1)","('How is the letter addressed?', 'addressed', ['Word not found in Wordnet. So unable to extract distractors.'], None)",How is the letter addressed?,addressed
384,384,To whom was the letter addressed?,Angela Merkel and Nkosazana Dlamini-Zuma,beyoncé signed open letter campaign collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities **development** funding main summit september establish **development** goals generation,"('development', 2)","('What does TGT stand for?', 'development [TGT] funding main summit september establish [TGT] development', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What does TGT stand for?,development  funding main summit september establish  development
385,385,Who are these women?,head of the G7 in Germany,beyoncé signed open letter campaign collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities **development** funding main summit september establish **development** goals generation,"('development', 2)","('What does TGT stand for?', 'development [TGT] funding main summit september establish [TGT] development', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What does TGT stand for?,development  funding main summit september establish  development
386,386,When will they meet?,September 2015,beyoncé **signed** open letter campaign collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('signed', 1)","('What did beyoncé do with the letter?', 'signed', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé do with the letter?,signed
387,387,Who did Beyoncé sign a letter for in 2015?,the ONE Campaign,**beyoncé** signed open letter campaign collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('beyoncé', 1)","('Who signed an open letter campaign collecting signatures?', 'beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who signed an open letter campaign collecting signatures?,beyoncé
388,388,Who was the letter addressed to?,Angela Merkel and Nkosazana Dlamini-Zuma,beyoncé signed open letter campaign **collecting** signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('collecting', 1)","('How many signatures did beyoncé sign open letter campaign?', 'collecting', ['Categorization', 'Collection', 'Pairing', 'Phrasing', 'Punctuation', 'Sorting'], 'the act of gathering something together')",How many signatures did beyoncé sign open letter campaign?,collecting
389,389,What was Angela Merkel serving as in relation to the letter?,the head of the G7 in Germany,beyoncé **signed** open letter campaign collecting signatures letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('signed', 1)","('What did beyoncé do with the letter?', 'signed', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé do with the letter?,signed
390,390,What did the letter want the two recipients to focus on?,women,beyoncé signed open letter campaign collecting **signatures** letter addressed angela merkel nkosazana dlamini zuma urging focus women serve head germany south africa respectively start priorities development funding main summit september establish development goals generation,"('signatures', 1)","('What did beyoncé collect from her letter?', 'signatures', ['Agnomen', 'Alias', 'Appellation', 'Assumed Name', 'Company Name', 'Domain Name', 'Eponym', 'Filename', 'First Name', 'Matronymic', 'Middle Name', 'Misnomer', 'Nickname', 'Patronymic', 'Pet Name', 'Place Name', 'Pseudonym', 'Signature', 'Street Name', 'Surname', 'Title', 'Trade Name', ""Writer's Name""], 'your name written in your own handwriting')",What did beyoncé collect from her letter?,signatures
391,391,Beyonce along with Jay Z met with whom's family after their death?,Freddie Gray,following death freddie **gray** beyoncé among notable figures family imprisonment protesters **gray** death beyoncé donated thousands dollars bail,"('gray', 2)","('What was the name of the person who donated thousands of dollars in bail?', 'gray [TGT] beyoncé among notable figures family imprisonment protesters [TGT] gray', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What was the name of the person who donated thousands of dollars in bail?,gray  beyoncé among notable figures family imprisonment protesters  gray
392,392,Beyonce with Jay Z gave lots of money to bail who out of prison?,protesters,following death freddie gray beyoncé among notable figures **family** imprisonment protesters gray death beyoncé donated thousands dollars bail,"('family', 1)","('What group of people protested the death of freddie gray beyonce?', 'family', ['Administrative Unit', 'Combination', 'Company', 'Crew', 'Den', 'Fifth Column', 'Gang', 'General Delivery', 'Instrumentality', 'Intensive Care Unit', 'Klavern', 'Member', 'Military Unit', 'Outfit', 'Political Unit', 'Side', 'Task Force', 'Team', 'Troop', 'Working Group'], 'a social unit living together')",What group of people protested the death of freddie gray beyonce?,family
393,393,Who's death caused this protest?,Freddie Gray,following death freddie gray beyoncé among notable figures **family** imprisonment protesters gray death beyoncé donated thousands dollars bail,"('family', 1)","('What group of people protested the death of freddie gray beyonce?', 'family', ['Administrative Unit', 'Combination', 'Company', 'Crew', 'Den', 'Fifth Column', 'Gang', 'General Delivery', 'Instrumentality', 'Intensive Care Unit', 'Klavern', 'Member', 'Military Unit', 'Outfit', 'Political Unit', 'Side', 'Task Force', 'Team', 'Troop', 'Working Group'], 'a social unit living together')",What group of people protested the death of freddie gray beyonce?,family
394,394,How much bail money did they spend?,thousands of dollars,following death **freddie** gray beyoncé among notable figures family imprisonment protesters gray death beyoncé donated thousands dollars bail,"('freddie', 1)","('What is the name of the person who donated thousands of dollars in bail?', 'freddie', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What is the name of the person who donated thousands of dollars in bail?,freddie
395,395,Beyonce beat out which musical artists for most paid between June 2007 and June 2008?,Madonna and Celine Dion,forbes magazine began reporting beyoncé earnings calculating million earned june june music tour films clothing line made world best **paid** music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best **paid** celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest **paid** celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest **paid** black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated million throughout june june turn first time topped celebrity list well highest yearly earnings date worth estimated million,"('paid', 4)","(""What was beyonce's highest paid black musician history?"", 'paid [TGT] music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best [TGT] paid [TGT] celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest [TGT] paid [TGT] celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest [TGT] paid', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What was beyonce's highest paid black musician history?,paid  music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best  paid  celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest  paid  celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest  paid
396,396,Beyonce and Jay Z got a Guinness World record for what in 2009?,highest-earning power couple,forbes magazine began reporting beyoncé earnings calculating million earned **june** **june** music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april **june** beyoncé ranked forbes celebrity list earning estimated million throughout **june** **june** turn first time topped celebrity list well highest yearly earnings date worth estimated million,"('june', 5)","('When did beyonce become highest paid black musician history succeeded april?', 'june [TGT] [TGT] june [TGT] music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april [TGT] june [TGT] beyoncé ranked forbes celebrity list earning estimated million throughout [TGT] june [TGT] [TGT] june', ['Word not found in Wordnet. So unable to extract distractors.'], None)",When did beyonce become highest paid black musician history succeeded april?,june   june  music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april  june  beyoncé ranked forbes celebrity list earning estimated million throughout  june   june
397,397,Beyonce became the highest-paid black musician in which year?,2014,forbes magazine began reporting beyoncé earnings calculating million earned june june music tour films clothing line made world best **paid** music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best **paid** celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest **paid** celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest **paid** black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated million throughout june june turn first time topped celebrity list well highest yearly earnings date worth estimated million,"('paid', 4)","(""What was beyonce's highest paid black musician history?"", 'paid [TGT] music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best [TGT] paid [TGT] celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest [TGT] paid [TGT] celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest [TGT] paid', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What was beyonce's highest paid black musician history?,paid  music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best  paid  celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest  paid  celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest  paid
398,398,"Up until May of 2015, how much is Beyonce's total worth?",250 million,forbes magazine began reporting beyoncé earnings calculating **million** earned june june music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned **million** past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned **million** past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning **million** couple made previous year guinness world records highest earning power couple collectively earning **million** years beyoncé earned average **million** year earned **million** beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated **million** throughout june june turn first time topped celebrity list well highest yearly earnings date worth estimated **million**,"('million', 9)","('How much did beyonce earn?', 'million [TGT] earned june june music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned [TGT] million [TGT] past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned [TGT] million [TGT] past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning [TGT] million [TGT] couple made previous year guinness world records highest earning power couple collectively earning [TGT] million [TGT] years beyoncé earned average [TGT] million [TGT] year earned [TGT] million [TGT] beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated [TGT] million [TGT] throughout june june turn first time topped celebrity list well highest yearly earnings date worth estimated [TGT] million', ['Word not found in Wordnet. So unable to extract distractors.'], None)",How much did beyonce earn?,million  earned june june music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned  million  past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned  million  past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning  million  couple made previous year guinness world records highest earning power couple collectively earning  million  years beyoncé earned average  million  year earned  million  beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated  million  throughout june june turn first time topped celebrity list well highest yearly earnings date worth estimated  million
399,399,"Between 2008 and 2009, which entertainers did Beyonce beat in earnings?",Madonna and Celine Dion,forbes magazine began reporting beyoncé earnings calculating million earned june june music tour films clothing line made world best **paid** music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best **paid** celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest **paid** celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest **paid** black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated million throughout june june turn first time topped celebrity list well highest yearly earnings date worth estimated million,"('paid', 4)","(""What was beyonce's highest paid black musician history?"", 'paid [TGT] music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best [TGT] paid [TGT] celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest [TGT] paid [TGT] celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest [TGT] paid', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What was beyonce's highest paid black musician history?,paid  music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best  paid  celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest  paid  celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest  paid
400,400,In 2012 who placed Beyonce at 16 in the Celebrity List?,Forbes,forbes magazine began reporting beyoncé earnings calculating million earned june june music tour films clothing line made **world** best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women **world** list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number **world** highest paid celebrity couples collectively earning million couple made previous year guinness **world** records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made **world** first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated million throughout june june turn first time topped celebrity list well highest yearly earnings date worth estimated million,"('world', 5)","(""What was beyoncé's position on the forbes list?"", 'world [TGT] best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women [TGT] world [TGT] list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number [TGT] world [TGT] highest paid celebrity couples collectively earning million couple made previous year guinness [TGT] world [TGT] records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made [TGT] world', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What was beyoncé's position on the forbes list?,world  best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women  world  list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number  world  highest paid celebrity couples collectively earning million couple made previous year guinness  world  records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made  world
401,401,When did she and Jay Z become the highest paid black celebrity couple?,2011,forbes magazine began reporting beyoncé earnings calculating million earned **june** **june** music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april **june** beyoncé ranked forbes celebrity list earning estimated million throughout **june** **june** turn first time topped celebrity list well highest yearly earnings date worth estimated million,"('june', 5)","('When did beyonce become highest paid black musician history succeeded april?', 'june [TGT] [TGT] june [TGT] music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april [TGT] june [TGT] beyoncé ranked forbes celebrity list earning estimated million throughout [TGT] june [TGT] [TGT] june', ['Word not found in Wordnet. So unable to extract distractors.'], None)",When did beyonce become highest paid black musician history succeeded april?,june   june  music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following year forbes placed eighth best paid celebrities list earned million past year clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three years still earned million past year album clothing line endorsement deals year beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous year guinness world records highest earning power couple collectively earning million years beyoncé earned average million year earned million beyoncé endorsements pepsi made world first billion dollar couple music industry year beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april  june  beyoncé ranked forbes celebrity list earning estimated million throughout  june   june
402,402,How much did she earn in 2014?,115 million,forbes magazine began reporting beyoncé earnings calculating million earned june june music tour films clothing line made world best paid music personality time madonna celine dion placed fourth celebrity list ninth powerful women world list following **year** forbes placed eighth best paid celebrities list earned million past **year** clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three **year**s still earned million past **year** album clothing line endorsement deals **year** beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous **year** guinness world records highest earning power couple collectively earning million **year**s beyoncé earned average million **year** earned million beyoncé endorsements pepsi made world first billion dollar couple music industry **year** beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated million throughout june june turn first time topped celebrity list well highest **year**ly earnings date worth estimated million,"('year', 7)","('What year did forbes magazine begin reporting beyonce earnings?', 'year [TGT] forbes placed eighth best paid celebrities list earned million past [TGT] year [TGT] clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three [TGT] year [TGT] s still earned million past [TGT] year [TGT] album clothing line endorsement deals [TGT] year [TGT] beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous [TGT] year [TGT] guinness world records highest earning power couple collectively earning million [TGT] year [TGT] s beyoncé earned average million [TGT] year [TGT] earned million beyoncé endorsements pepsi made world first billion dollar couple music industry [TGT] year [TGT] beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated million throughout june june turn first time topped celebrity list well highest [TGT] year', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What year did forbes magazine begin reporting beyonce earnings?,year  forbes placed eighth best paid celebrities list earned million past  year  clothing line endorsement deals forbes placed beyoncé number celebrity list twelve places lower three  year  s still earned million past  year  album clothing line endorsement deals  year  beyoncé placed number world highest paid celebrity couples collectively earning million couple made previous  year  guinness world records highest earning power couple collectively earning million  year  s beyoncé earned average million  year  earned million beyoncé endorsements pepsi made world first billion dollar couple music industry  year  beyoncé published fourth powerful celebrity forbes rankings estimated beyoncé would become highest paid black musician history succeeded april june beyoncé ranked forbes celebrity list earning estimated million throughout june june turn first time topped celebrity list well highest  year
